Date,Open,High,Low,Close,Volume,SMA,SD,Upper_Band,Lower_Band,VWAP,EMA12,EMA26,MACD,signalline,RSI,%K,%D,H-L,H-PC,L-PC,ATR
2022-02-10,17554.099609375,17639.44921875,17427.150390625,17605.849609375,273600,17610.47998046875,393.8862805042275,18398.252541477206,16822.707419460294,17643.72107533544,17488.777042440743,17575.031754282125,-86.25471184138223,-85.08916969001203,47.03562883862106,80.2933565528056,56.73522128488721,212.298828125,175.6484375,36.650390625,321.58203125
2022-02-11,17451.0,17454.75,17303.0,17374.75,253100,17566.32744140625,366.0124464287235,18298.352334263698,16834.302548548803,17635.16774705848,17471.234420526784,17560.196068779747,-88.96164825296364,-85.86366540260236,45.410302513463,56.16515733299619,64.36775906514792,151.75,151.099609375,302.849609375,323.8462611607143
2022-02-14,17076.150390625,17099.5,16809.650390625,16842.80078125,305500,17495.67998046875,362.28101892509017,18220.24201831893,16771.11794261857,17608.36852600513,17374.55232217651,17507.05567711088,-132.50335493436796,-95.19160330895548,44.33744597419761,3.3656954078374914,46.60806976454643,289.849609375,275.25,565.099609375,319.97474888392856
2022-02-15,16933.25,17375.0,16839.25,17352.44921875,298700,17447.8974609375,308.5218759632607,18064.94121286402,16830.85370901098,17593.596443511327,17371.15184472628,17495.603346861924,-124.45150213564557,-101.04358307429351,51.207299502951145,55.10932114996411,38.21339129693259,535.75,532.19921875,3.55078125,324.5033482142857
2022-02-16,17408.44921875,17490.599609375,17257.69921875,17322.19921875,244500,17408.3548828125,266.6189879407795,17941.592858694057,16875.11690693094,17586.962695388596,17363.620671499157,17482.75859663141,-119.13792513225417,-104.66245148588564,53.59666971223064,52.03809682447144,36.83770446075767,232.900390625,138.150390625,94.75,311.76771763392856
2022-02-17,17396.55078125,17442.900390625,17235.849609375,17304.599609375,232100,17376.66484375,236.23803281068265,17849.140909371366,16904.188778128635,17580.247781044185,17354.54050809544,17469.56163461242,-115.02112651697826,-106.73418649210417,53.426334000611575,50.25124233086255,52.46622010176603,207.05078125,120.701171875,86.349609375,305.38560267857144
2022-02-18,17236.05078125,17380.80078125,17219.19921875,17276.30078125,189600,17352.6298828125,219.3560290097268,17791.341940831953,16913.917824793047,17574.275746423777,17342.503627042297,17455.246015844834,-112.74238880253688,-107.93582695419073,48.84357706702114,47.37811673349277,49.88915196294224,161.6015625,76.201171875,85.400390625,294.92494419642856
2022-02-21,17192.25,17351.05078125,17070.69921875,17206.650390625,215200,17332.1048828125,212.3970564744669,17756.898995761432,16907.310769863565,17565.891214694268,17321.603129131945,17436.831525087808,-115.22839595586265,-109.39434075452513,42.82642198390447,40.30664651968891,45.97866852801474,280.3515625,74.75,205.6015625,287.96079799107144
2022-02-22,16847.94921875,17148.55078125,16843.80078125,17092.19921875,300100,17329.25986328125,215.3381181210035,17759.93609952326,16898.583627039243,17549.19253130691,17286.310219842413,17411.303206099823,-124.99298625740994,-112.5140698551021,36.1975953556406,29.08377026505404,38.92284450607857,304.75,58.099609375,362.849609375,298.32505580357144
2022-02-23,17194.5,17220.69921875,17027.849609375,17063.25,200200,17318.52490234375,223.23733825072588,17764.999578845203,16872.050225842297,17540.155164662134,17251.99326294358,17385.521487129467,-133.52822418588767,-116.71690072125921,39.200259426714496,30.56157718950141,33.31733132474812,192.849609375,128.5,64.349609375,292.81431361607144
2022-02-24,16548.900390625,16705.25,16203.25,16247.9501953125,458000,17275.414892578126,325.44739100742606,17926.30967459298,16624.520110563273,17488.91895429447,17097.525098692644,17301.256946994876,-203.7318483022318,-134.11989023745372,29.357263899851205,3.112395183685237,20.919247546080225,502.0,358.0,860.0,343.15359933035717
2022-02-25,16515.650390625,16748.80078125,16478.30078125,16658.400390625,329800,17253.237451171874,351.9258189952839,17957.08908916244,16549.385813181307,17462.277765679566,17029.96745129762,17253.63794281933,-223.67049152170875,-152.03001049430475,41.27016836117036,31.691313063179454,21.788428478788692,270.5,500.8505859375,230.3505859375,349.11795479910717
2022-02-28,16481.599609375,16815.900390625,16356.2998046875,16793.900390625,404200,17225.939990234376,365.75586488121235,17957.4517199968,16494.428260471952,17432.776572865456,16993.64944196337,17219.583309323454,-225.93386736008324,-166.81078186746046,42.75269866548523,41.12593732915927,25.309881858674647,459.6005859375,157.5,302.1005859375,363.1752232142857
2022-03-02,16593.099609375,16678.5,16478.650390625,16605.94921875,517700,17177.394970703124,380.85004085042453,17939.095052403973,16415.694889002276,17394.97437218101,16934.0032537767,17174.12893224394,-240.1256784672405,-181.47376118741647,36.81504865181606,28.03923115210231,33.618827181480334,199.849609375,115.400390625,315.25,370.6644810267857
2022-03-03,16723.19921875,16768.94921875,16442.94921875,16498.05078125,442100,17113.297509765624,381.9681948137862,17877.233899393195,16349.361120138052,17364.61927344066,16866.933642618747,17124.049069207354,-257.1154265886071,-196.6020942676546,32.79279011434805,22.89982294655171,30.68833047593776,326.0,163.0,163.0,378.78599330357144
2022-03-04,16339.4501953125,16456.0,16133.7998046875,16245.349609375,456100,17047.555029296876,412.9014971529863,17873.35802360285,16221.752034990905,17324.894115972438,16771.305329812018,17058.960220330882,-287.6548905188647,-214.81265351789665,32.57419602142255,8.22153749596038,19.720197198204797,322.2001953125,42.05078125,364.2509765625,383.1718052455357
2022-03-07,15867.9501953125,15944.599609375,15711.4501953125,15863.150390625,585400,16964.897509765626,474.93554898502873,17914.768607735685,16015.026411795568,17258.307630356023,16631.589185321707,16970.38171442674,-338.7925291050342,-239.60862863532418,34.15239928367143,8.52655736013248,13.21597260088152,233.1494140625,300.75,533.8994140625,380.94321986607144
2022-03-08,15747.75,16028.75,15671.4501953125,16013.4501953125,543600,16904.8900390625,515.9096751385995,17936.709389339696,15873.0706887853,17204.19913603006,16536.490879166442,16899.497898196056,-363.00701902961373,-264.2883067141821,25.48966681027008,18.79999506122206,11.849363305771634,357.2998046875,165.599609375,191.7001953125,368.19677734375
2022-03-09,16078.0,16418.05078125,15990.0,16345.349609375,462200,16858.82001953125,522.9867157547899,17904.79345104083,15812.84658802167,17172.87464259536,16507.08452996776,16858.449876801904,-351.36534683414357,-281.7037147381744,33.89710181510034,38.04224447549981,21.78959896561811,428.05078125,404.6005859375,23.4501953125,382.13609095982144
2022-03-10,16757.099609375,16757.30078125,16447.900390625,16594.900390625,486400,16815.375,505.8962576350808,17827.16751527016,15803.582484729839,17153.72364634874,16520.594662376567,16838.927692640653,-318.3330302640861,-289.0295778433568,39.13204337300678,54.023452117403416,36.95523055137509,309.400390625,411.951171875,102.55078125,396.77183314732144
